selling_price,year,km_driven,mileage,engine,max_power,age,Diesel,Electric,LPG,Petrol,Manual,5seats,>5seats
1.2,2012,120000,19.7,796,46.3,10,0,0,0,1,1,1,0
5.5,2016,20000,18.9,1197,82,6,0,0,0,1,1,1,0
2.15,2010,60000,17,1197,80,12,0,0,0,1,1,1,0
2.26,2012,37000,20.92,998,67.1,10,0,0,0,1,1,1,0
5.7,2015,30000,22.77,1498,98.59,7,1,0,0,0,1,1,0
3.5,2013,35000,18.9,998,67.1,9,0,0,0,1,1,1,0
3.15,2013,40000,20.36,1197,78.9,9,0,0,0,1,1,1,0
4.1,2018,17512,20.51,998,67.04,4,0,0,0,1,1,1,0
10.5,2019,20000,18.15,998,118.35,3,0,0,0,1,0,1,0
5.75,2017,70000,18.49,1493,100,5,1,0,0,0,1,0,1
3.05,2015,50000,19.09,1405,69.01,7,1,0,0,0,1,1,0
11.5,2019,18000,20.37,1461,108.49,3,1,0,0,0,1,1,0
5.11,2017,28321,16.6,1197,85,5,0,0,0,1,1,1,0
4.1,2016,27000,19.34,1198,76,6,0,0,0,1,0,1,0
4.25,2013,65278,22.32,1582,126.32,9,1,0,0,0,1,1,0
7.5,2016,50000,19.64,1461,108.45,6,1,0,0,0,1,1,0
20.9025,2017,6000,14.41,1998,189.08,5,0,0,0,1,0,1,0
6.5,2016,76000,28.09,1248,88.5,6,1,0,0,0,1,1,0
6.27,2016,20000,25.2,1248,74,6,1,0,0,0,1,1,0
14.25,2014,65000,19.27,2143,170,8,1,0,0,0,0,1,0
4.25,2014,62200,28.4,1248,74,8,1,0,0,0,1,1,0
6.05,2013,110000,12.99,2494,100.6,9,1,0,0,0,1,0,1
6,2015,20000,21.4,1197,83.1,7,0,0,0,1,1,1,0
5.75,2016,40000,20.85,1197,83.14,6,0,0,0,1,1,1,0
2.6,2012,97000,17.8,1248,76,10,1,0,0,0,1,1,0
4.25,2013,47000,16.09,1598,103.2,9,0,0,0,1,1,1,0
2.3,2013,25000,20.92,998,67.1,9,0,0,0,1,1,1,0
12.25,2019,15000,19.67,1582,126.2,3,1,0,0,0,1,1,0
3.75,2010,56823,14.02,2179,118.3,12,1,0,0,0,1,0,1
7.5,2015,50000,17.4,1497,117.3,7,0,0,0,1,1,1,0
3.5,2011,25000,13.6,2523,63,11,1,0,0,0,1,0,1
6,2015,90000,26.59,1248,74,7,1,0,0,0,1,1,0
3.9,2013,45000,26.59,1248,74,9,1,0,0,0,1,1,0
1.45,2007,77253,17.7,1497,78,15,0,0,0,1,1,1,0
7,2018,25000,17.19,1197,81.86,4,0,0,0,1,1,1,0
11.5,2013,110000,13,2982,168.5,9,1,0,0,0,1,0,1
3.4,2017,30000,23.01,999,67,5,0,0,0,1,1,1,0
4.65,2016,39993,18.6,1199,88.76,6,0,0,0,1,1,1,0
1.25,2009,80000,17.92,1086,62.1,13,0,0,0,1,1,1,0
6,2012,185000,15.1,2179,140,10,1,0,0,0,1,0,1
3.8,2013,90000,23.4,1248,74,9,1,0,0,0,1,1,0
4,2009,60000,14,2498,112,13,1,0,0,0,1,0,1
3,2014,90000,22.1,1248,74,8,1,0,0,0,1,1,0
5,2015,20000,19.1,1197,82,7,0,0,0,1,1,1,0
8.5,2018,15000,22.54,1396,88.73,4,1,0,0,0,1,1,0
5.98,2018,40000,18.6,1197,81.83,4,0,0,0,1,1,1,0
7,2015,31180,18,1497,117.3,7,0,0,0,1,0,1,0
9,2018,40000,18.49,1493,100,4,1,0,0,0,0,0,1
0.75,2004,50000,16.1,796,37,18,0,0,0,1,1,0,0
3,2015,58000,19.09,1396,69,7,1,0,0,0,1,1,0
4.1,2014,56000,23.4,1248,74,8,1,0,0,0,1,1,0
3,2011,93000,20.5,1248,91.7,11,1,0,0,0,1,1,0
2.25,2010,86000,12.2,1817,75,12,0,0,0,1,1,1,0
3,2011,120000,17.8,1248,5,11,1,0,0,0,1,1,0
5.9,2016,52427,21.4,1197,83.1,6,0,0,0,1,0,1,0
8.5,2020,40000,21,1498,74.96,2,1,0,0,0,1,0,1
1.08,2011,70000,26,624,35,11,0,0,0,1,1,0,0
5.5,2018,17000,18.15,1198,82,4,0,0,0,1,1,1,0
3.25,2012,54325,17.6,1496,88.73,10,0,0,0,1,1,1,0
6.25,2016,22000,15.4,1590,94,6,0,0,0,1,1,1,0
6,2016,54000,20.85,1197,83.14,6,0,0,0,1,1,1,0
4.45,2019,10000,20.51,998,67.04,3,0,0,0,1,1,1,0
5.3,2019,20000,20.89,1197,81.8,3,0,0,0,1,1,1,0
3.85,2011,61000,14.53,1798,138.1,11,0,0,0,1,1,1,0
4.1,2018,53237,26.6,998,58.16,4,0,0,0,0,1,1,0
3.5,2018,27263,22.5,999,68,4,0,0,0,1,1,1,0
2.65,2014,90000,25,1396,69.01,8,1,0,0,0,1,1,0
5.2,2014,110000,22.32,1582,126.3,8,1,0,0,0,1,1,0
7.5,2016,70000,22.54,1396,88.73,6,1,0,0,0,1,1,0
5.6,2017,70000,26.59,1248,74,5,1,0,0,0,1,1,0
2,2014,190000,19.1,1405,70,8,1,0,0,0,1,1,0
6,2017,40000,25.4,1186,73.97,5,1,0,0,0,1,1,0
6.55,2019,39000,18.6,1197,81.83,3,0,0,0,1,1,1,0
1.25,2007,56000,17.8,1086,63,15,0,0,0,1,1,1,0
4.25,2009,58000,14.53,1794,138.1,13,0,0,0,1,0,1,0
2.2,2017,40000,16.8,796,34.2,5,0,0,0,1,1,0,1
5.5,2018,34000,18.6,1197,81.83,4,0,0,0,1,1,1,0
11.5,2017,50000,15.4,1997,120,5,1,0,0,0,1,0,1
5,2012,77400,20.54,1598,103.6,10,1,0,0,0,1,1,0
9.9,2019,36000,17.3,1497,121,3,1,0,0,0,1,0,1
5.51,2013,47876,25,1493,113.42,9,1,0,0,0,1,1,0
16.5,2018,21500,15.1,2179,152.87,4,1,0,0,0,0,0,1
3.5,2015,75000,24,1120,70,7,1,0,0,0,1,1,0
5,2017,58000,18.16,1196,86.8,5,0,0,0,1,1,1,0
5.75,2018,30000,21.21,1197,81.8,4,0,0,0,1,1,1,0
5.45,2018,50000,24,1186,73.97,4,1,0,0,0,1,1,0
5.25,2017,19093,18.16,1196,86.8,5,0,0,0,1,1,1,0
4,2014,50000,18,1198,86.7,8,0,0,0,1,1,1,0
1.55,2006,37000,14,1061,64,16,0,0,0,1,1,1,0
5.4,2019,3888,23.5,909,45,3,1,0,0,0,1,0,1
5.45,2016,47000,26.59,1248,74,6,1,0,0,0,1,1,0
5.45,2013,70000,16.8,1497,116.3,9,0,0,0,1,1,1,0
2.4,2016,25000,25.17,799,53.3,6,0,0,0,1,1,1,0
7.25,2018,26000,24.3,1248,88.5,4,1,0,0,0,1,1,0
4.8,2017,30000,18.16,1196,86.8,5,0,0,0,1,1,1,0
3.75,2013,15000,18.5,1197,82.9,9,0,0,0,1,1,1,0
2.25,2011,160000,17.8,1248,75,11,1,0,0,0,1,1,0
4,2017,32100,23.84,1199,84,5,0,0,0,1,1,1,0
5.5,2016,22000,18.5,1197,82.9,6,0,0,0,1,1,1,0
10.5,2016,44000,15.4,2179,120,6,1,0,0,0,1,0,1
4.5,2016,78000,18.78,1198,74,6,0,0,0,1,1,1,0
7.75,2012,74352,11.74,1796,186,10,0,0,0,1,0,1,0
3.5,2014,37000,20.51,998,67.04,8,0,0,0,1,1,1,0
5.5,2014,69000,25.1,1498,98.6,8,1,0,0,0,1,1,0
10.8,2019,12120,16.8,1497,113.4,3,0,0,0,1,1,1,0
5.75,2016,52000,21.01,1197,81.8,6,0,0,0,1,1,1,0
9.5,2016,120000,12.99,2494,100.6,6,1,0,0,0,1,0,1
2.3,2013,55000,22.74,796,47.3,9,0,0,0,1,1,1,0
2.7,2011,160000,21.9,1396,90,11,1,0,0,0,1,1,0
1.65,2012,42000,25.44,936,56.3,10,1,0,0,0,1,1,0
1.3,2011,40000,15.6,1196,70,11,0,0,0,1,1,1,0
3.7,2012,46000,19.1,1197,85.8,10,0,0,0,1,1,1,0
5.7,2017,25000,21.4,1197,83.1,5,0,0,0,1,1,1,0
3.9,2015,240000,23.59,1364,67.05,7,1,0,0,0,1,1,0
3.65,2013,90000,22.07,1199,73.9,9,1,0,0,0,1,1,0
2.8,2012,49566,18.5,1197,82.85,10,0,0,0,1,1,1,0
12.5,2018,14000,22,1582,126.2,4,1,0,0,0,0,1,0
5.9,2016,11000,18.6,1197,81.83,6,0,0,0,1,1,1,0
4.75,2018,5000,23.1,998,67.04,4,0,0,0,1,0,1,0
6.85,2017,55000,23,1498,98.96,5,1,0,0,0,1,1,0
3.8,2012,65000,19.08,1582,126.32,10,1,0,0,0,0,1,0
3.3,2018,22000,23.01,999,67,4,0,0,0,1,1,1,0
6.5,2018,7671,21.01,1197,81.8,4,0,0,0,1,1,1,0
3.25,2016,66000,20.51,998,67.04,6,0,0,0,1,1,1,0
6.4,2018,45156,21.21,1197,81.8,4,0,0,0,1,0,1,0
9.49,2019,25000,18.27,998,118.35,3,0,0,0,1,1,1,0
7.5,2015,70000,20.45,1461,83.8,7,1,0,0,0,1,1,0
6.6,2015,120000,23.9,1582,126.2,7,1,0,0,0,1,1,0
4.35,2014,28000,16.1,1197,85,8,0,0,0,1,1,1,0
3.85,2013,55000,21.9,1396,88.76,9,1,0,0,0,1,1,0
10,2011,104000,14.66,2199,194.3,11,1,0,0,0,1,0,1
12.5,2019,14000,22,1582,126.2,3,1,0,0,0,0,1,0
5.5,2017,18000,20.14,1197,81.86,5,0,0,0,1,1,1,0
1.55,2009,98780,18.9,998,67.1,13,0,0,0,1,1,1,0
4.15,2015,58000,25.2,1248,74,7,1,0,0,0,1,1,0
2.51,2011,30000,20.92,998,67.1,11,0,0,0,1,1,1,0
11.5,2016,46400,15.4,2179,120,6,1,0,0,0,1,0,1
3.1,2014,32111,19.81,1086,68.05,8,0,0,0,1,1,1,0
3.5,2015,35000,19.44,1198,67,7,0,0,0,1,1,0,1
11.25,2017,30000,15.4,1997,120,5,1,0,0,0,1,0,1
20.9025,2016,63000,18.59,2993,261.49,6,1,0,0,0,0,1,0
2,2017,43890,17.8,1199,76.8,5,0,0,0,1,1,1,0
4.8,2018,10000,20.62,1198,67,4,0,0,0,1,1,0,1
8.5,2017,25000,28.4,1248,74.02,5,1,0,0,0,0,1,0
11,2017,102000,17.01,1582,126.2,5,1,0,0,0,0,1,0
5.75,2018,35000,22,1197,81.8,4,0,0,0,1,1,1,0
3.4,2012,49948,17.5,1298,85.8,10,0,0,0,1,1,1,0
5.59,2018,114851,25,1396,69.01,4,1,0,0,0,1,1,0
9.25,2018,55000,23,1498,98.96,4,1,0,0,0,1,1,0
4,2015,36000,18.9,1197,82,7,0,0,0,1,1,1,0
5.6,2019,35000,25.4,1186,73.97,3,1,0,0,0,1,1,0
7.25,2016,49625,17.8,1497,117.3,6,0,0,0,1,1,1,0
6,2014,35000,23.4,1248,74,8,1,0,0,0,1,1,0
5.5,2013,95000,12.05,2179,120,9,1,0,0,0,1,0,1
5.85,2017,36000,25.83,1498,99,5,1,0,0,0,1,1,0
4.11,2019,50000,21.79,998,67.05,3,0,0,0,1,1,1,0
4.5,2015,26500,20.85,1197,83.14,7,0,0,0,1,1,1,0
12.9,2015,80000,13.7,1997,153.86,7,0,0,0,1,0,1,0
4.55,2015,46000,16.47,1198,74,7,0,0,0,1,1,1,0
7.1,2019,9000,20.7,1197,81.86,3,0,0,0,1,1,1,0
4.5,2016,70000,18.49,1493,100,6,1,0,0,0,1,0,1
4.65,2015,33000,17.71,1197,78.9,7,0,0,0,1,1,1,0
7.7,2016,53000,16.8,1497,116.3,6,0,0,0,1,1,1,0
3.2,2015,50000,19.09,1405,69.01,7,1,0,0,0,1,1,0
3.25,2015,50000,19.09,1405,69.01,7,1,0,0,0,1,1,0
20.9025,2018,11387,10.91,3198,197,4,1,0,0,0,0,0,1
7.2,2018,50000,25.8,1498,98.6,4,1,0,0,0,1,1,0
3.75,2016,52000,25.32,1198,77,6,1,0,0,0,1,1,0
1.45,2010,60000,14.49,1399,92.7,12,0,0,0,1,1,1,0
4,2015,35000,19.44,1198,67,7,0,0,0,1,1,0,1
6,2015,48000,19.87,1461,83.8,7,1,0,0,0,1,1,0
6,2018,18000,18.7,1199,88.7,4,0,0,0,1,1,1,0
2.7,2012,57413,14.4,998,61.7,10,0,0,1,0,1,1,0
5,2015,30000,18.6,1197,81.83,7,0,0,0,1,1,1,0
6.5,2015,55000,23.9,1582,126.2,7,1,0,0,0,1,1,0
3.8,2015,120000,18.2,1199,82.4,7,0,0,0,1,1,1,0
7.28,2012,165000,13.5,2477,175.56,10,1,0,0,0,1,0,1
6.6,2018,10000,21.21,1197,81.8,4,0,0,0,1,0,1,0
1.8,2010,120000,18,1248,75,12,1,0,0,0,1,1,0
20.9,2016,68000,22.69,1995,190,6,1,0,0,0,0,1,0
2.5,2015,55000,25.44,936,56.3,7,1,0,0,0,1,1,0
12.75,2020,8000,16.8,1497,113.4,2,0,0,0,1,1,1,0
4.55,2012,80000,14.53,1798,138.1,10,0,0,0,1,1,1,0
4.95,2015,65000,28.4,1248,74,7,1,0,0,0,1,1,0
2.2,2010,47000,21.1,1197,85.8,12,0,0,0,1,1,1,0
8,2018,185000,25.1,1248,88.5,4,1,0,0,0,1,1,0
12.95,2014,68000,13.01,2199,194.3,8,1,0,0,0,0,0,1
4.75,2016,25000,18.9,1197,82,6,0,0,0,1,1,1,0
3.8,2014,280000,15.3,2956,83.83,8,1,0,0,0,1,0,1
9,2018,7791,25.1,1248,88.5,4,1,0,0,0,1,1,0
5.3,2015,70000,20.73,1373,91.1,7,0,0,0,1,1,1,0
5.3,2016,9500,23.84,1199,84,6,0,0,0,1,1,1,0
6.5,2015,9100,17.01,1591,121.3,7,0,0,0,1,1,1,0
4.95,2010,82000,12.8,2354,177.6,12,0,0,0,1,1,1,0
3.35,2010,86000,17,1497,118,12,0,0,0,1,1,1,0
20.9025,2020,19000,17.01,1968,188,2,1,0,0,0,0,1,0
12.9,2013,78000,16.55,1968,147.51,9,1,0,0,0,0,1,0
3,2011,60000,20,1399,68,11,1,0,0,0,1,1,0
5.5,2019,7883,21.5,1197,81.8,3,0,0,0,1,0,1,0
3.9,2013,50205,23.4,1248,74,9,1,0,0,0,1,1,0
2.6,2008,220000,13.6,2523,63,14,1,0,0,0,1,0,1
3.95,2017,58000,24.7,1047,69,5,1,0,0,0,1,1,0
5.5,2012,170000,12.05,2179,120,10,1,0,0,0,1,0,1
6.5,2018,15000,22,1197,81.8,4,0,0,0,1,1,1,0
3.75,2016,71245,28.4,1248,74,6,1,0,0,0,1,1,0
3,2012,20000,21.12,1248,88.8,10,1,0,0,0,1,1,0
4.5,2016,52000,16.78,1496,88.73,6,0,0,0,1,1,1,0
3.35,2015,61000,19.4,1198,86.8,7,0,0,0,1,1,1,0
13,2019,7000,16.1,1353,138,3,0,0,0,1,1,1,0
3.6,2018,20000,23.95,998,67.05,4,0,0,0,1,1,1,0
5.05,2020,8700,21.63,998,67.04,2,0,0,0,1,1,1,0
3.1,2019,25000,24.7,796,47.3,3,0,0,0,1,1,1,0
5.45,2015,42000,18.6,1197,81.86,7,0,0,0,1,1,1,0
3,2009,120000,14,2498,112,13,1,0,0,0,1,0,1
2,2009,60000,14.4,1399,94,13,0,0,0,1,1,1,0
1.5,2006,120000,13.6,2523,63,16,1,0,0,0,1,0,1
5.8,2018,50000,21.4,1197,83.1,4,0,0,0,1,1,1,0
2.5,2011,58000,18.9,998,67.1,11,0,0,0,1,1,1,0
6.5,2017,36000,17.43,1396,105.5,5,0,0,0,1,1,1,0
8,2016,80000,23.65,1248,88.5,6,1,0,0,0,1,1,0
14.75,2013,71000,15.73,1968,174.33,9,1,0,0,0,0,1,0
4.1,2018,30000,25.47,1248,88.5,4,1,0,0,0,1,0,1
5.31,2015,162828,22.77,1498,98.59,7,1,0,0,0,1,1,0
8.9,2018,7500,23,1498,98.96,4,1,0,0,0,1,1,0
7.75,2016,47227,14,2179,138.1,6,1,0,0,0,1,0,1
4.35,2018,52000,33.54,998,67.04,4,0,0,0,0,1,1,0
1.85,2012,74000,20,1399,68.05,10,1,0,0,0,1,1,0
4.4,2011,47000,15.96,2523,62.1,11,1,0,0,0,1,0,1
4.5,2015,50000,18.6,1197,81.83,7,0,0,0,1,1,1,0
6,2017,100000,21.4,1197,83.1,5,0,0,0,1,1,1,0
3.2,2014,35000,23.1,998,67.04,8,0,0,0,1,1,1,0
7,2016,50000,21.19,1396,88.73,6,1,0,0,0,1,1,0
6.3,2018,10000,18.16,1196,86.8,4,0,0,0,1,1,1,0
3.2,2016,10370,22.74,796,47.3,6,0,0,0,1,1,1,0
4.65,2013,62000,16.8,1497,116.3,9,0,0,0,1,1,1,0
2.75,2011,70000,21.12,1248,88.8,11,1,0,0,0,1,1,0
3.7,2013,250000,21.64,1461,84.8,9,1,0,0,0,1,1,0
5.5,2016,40000,18.6,1197,81.83,6,0,0,0,1,1,1,0
4.45,2017,60000,22,1197,81.8,5,0,0,0,1,1,1,0
7.05,2013,67231,14,2179,138.1,9,1,0,0,0,1,0,1
2.7,2013,64000,33.54,998,67.04,9,0,0,0,0,1,1,0
4.2,2012,142587,23.08,1461,63.1,10,1,0,0,0,1,1,0
4.75,2014,63000,26,1498,98.6,8,1,0,0,0,1,1,0
17.55,2015,80000,12.55,2982,168.5,7,1,0,0,0,1,0,1
3.5,2011,55000,16.9,1497,100,11,0,0,0,1,1,1,0
5.75,2016,11000,18.6,1197,81.83,6,0,0,0,1,1,1,0
4.66,2016,66000,23.59,1364,67.06,6,1,0,0,0,1,1,0
3.6,2017,17000,23.01,999,67,5,0,0,0,1,1,1,0
2.75,2017,25000,24.7,796,47.3,5,0,0,0,1,1,1,0
3.2,2016,33350,19.44,1198,67,6,0,0,0,1,1,0,1
0.95,2000,45000,14,796,35,22,0,0,0,1,1,1,0
3.7,2015,62000,18.9,1197,82,7,0,0,0,1,1,1,0
2.5,2013,30000,19.4,1198,86.8,9,0,0,0,1,1,1,0
2.75,2009,59000,17.5,1298,85.8,13,0,0,0,1,1,1,0
19.5,2015,20000,12.33,1991,375.48,7,0,0,0,1,0,1,0
5.5,2014,86113,17.4,1497,117.3,8,0,0,0,1,1,1,0
13.25,2016,45000,21.43,1364,87.2,6,1,0,0,0,1,1,0
7.5,2018,10000,28.4,1248,74.02,4,1,0,0,0,1,1,0
2.9,2011,70000,18.06,1198,75,11,0,0,0,1,1,1,0
2.72,2015,92537,20.51,998,67.04,7,0,0,0,1,1,1,0
9.51,2019,27645,28.09,1248,88.5,3,1,0,0,0,1,1,0
2.8,2013,46242,20.92,998,67.1,9,0,0,0,1,1,1,0
5.45,2013,70000,16.8,1497,116.3,9,0,0,0,1,1,1,0
4.5,2020,6000,22.3,799,53.26,2,0,0,0,1,1,1,0
4.8,2017,64000,18.6,1197,81.83,5,0,0,0,1,1,1,0
10.6,2017,93000,15.4,1997,120,5,1,0,0,0,1,0,1
2.35,2013,26200,22.74,796,47.3,9,0,0,0,1,1,1,0
5.9,2017,25000,21.4,1197,83.1,5,0,0,0,1,1,1,0
7.5,2017,80000,18.49,1493,100,5,1,0,0,0,1,0,1
4.5,2016,70000,18.49,1493,100,6,1,0,0,0,1,0,1
20.9025,2018,50000,12.9,2755,174.5,4,1,0,0,0,0,0,1
1.1,2008,80000,17.92,1086,62.1,14,0,0,0,1,1,1,0
2.8,2007,110000,13.5,2179,115,15,1,0,0,0,1,1,0
18.51,2016,55000,17.84,1395,147.51,6,0,0,0,1,0,1,0
7.5,2018,25000,17.4,1497,117.3,4,0,0,0,1,1,1,0
4,2015,36000,18.9,1197,81.86,7,0,0,0,1,1,1,0
5.3,2015,40000,26.59,1248,74,7,1,0,0,0,1,1,0
8.7,2018,25000,16.55,2498,105,4,1,0,0,0,1,0,1
2.95,2018,30038,25.17,799,53.3,4,0,0,0,1,1,1,0
3.7,2017,53000,27.28,1047,69,5,1,0,0,0,1,1,0
5.3,2018,5000,21.21,1197,81.8,4,0,0,0,1,1,1,0
6,2014,41217,24.4,1120,71,8,1,0,0,0,1,1,0
3.5,2017,35000,24.04,999,67,5,0,0,0,1,0,1,0
4.7,2013,62000,22.7,1498,89.84,9,1,0,0,0,1,1,0
3.9,2015,42000,25.83,1498,99,7,1,0,0,0,1,1,0
1.16,2005,120000,13.2,1995,56,17,1,0,0,0,1,1,0
9.2,2015,80000,15.4,2179,120,7,1,0,0,0,1,0,1
5.5,2013,60000,15.1,2179,140,9,1,0,0,0,1,0,1
6.35,2014,45000,22.32,1582,126.32,8,1,0,0,0,1,1,0
12.5,2017,50000,16,2179,140,5,1,0,0,0,0,0,1
3,2018,12000,24.7,796,47.3,4,0,0,0,1,1,1,0
9.6,2018,12000,18,1497,117.6,4,0,0,0,1,0,1,0
7.5,2018,15000,24.3,1248,88.5,4,1,0,0,0,1,1,0
2.49,2011,63000,16.47,1198,73.9,11,0,0,0,1,1,1,0
14,2018,30000,17.6,2179,153.86,4,1,0,0,0,1,0,1
2.5,2011,160800,20,1399,68,11,1,0,0,0,1,1,0
6.1,2014,120000,22.32,1582,126.32,8,1,0,0,0,1,1,0
1.65,2010,62821,18.2,998,67.1,12,0,0,0,1,1,1,0
5.45,2016,78247,21.7,1498,98.96,6,1,0,0,0,1,1,0
4.8,2013,113000,22.32,1582,126.3,9,1,0,0,0,1,1,0
3.95,2014,52000,18.6,1197,81.83,8,0,0,0,1,1,1,0
4.95,2012,109000,12.99,2494,100.6,10,1,0,0,0,1,0,1
4.7,2017,90000,18.9,1197,82,5,0,0,0,1,1,1,0
2,2011,35000,16.84,1193,64.4,11,0,0,0,1,1,1,0
2.8,2010,90000,17,1896,105,12,1,0,0,0,1,1,0
1.49,2008,62001,14.4,1399,94,14,0,0,0,1,1,1,0
2,2011,98000,22.07,1199,73.9,11,1,0,0,0,1,1,0
6.99,2016,20000,21.19,1396,88.73,6,1,0,0,0,1,1,0
3.15,2010,57000,14.28,1798,138.03,12,0,0,0,1,1,1,0
3.4,2014,21717,20.51,998,67.04,8,0,0,0,1,1,1,0
5,2014,40000,20.45,1461,83.8,8,1,0,0,0,1,1,0
10.5,2017,50000,17.14,1497,117.6,5,0,0,0,1,1,1,0
6,2016,90000,19.6,1461,108.45,6,1,0,0,0,1,1,0
4.78,2017,90000,20.5,1248,91.72,5,1,0,0,0,1,1,0
4.91,2017,27876,20.4,1197,81.8,5,0,0,0,1,1,1,0
20.9025,2016,56000,12.63,1999,177,6,0,0,0,1,0,1,0
1.6,2008,57215,20.36,1197,78.9,14,0,0,0,1,1,1,0
9.85,2019,5400,18.27,998,118.35,3,0,0,0,1,1,1,0
5,2014,60000,23.4,1248,74,8,1,0,0,0,1,1,0
3.35,2017,24800,23.84,1199,84,5,0,0,0,1,1,1,0
0.85,2005,70000,19.7,796,46.3,17,0,0,0,1,1,1,0
9.5,2016,59450,21.9,1498,98.6,6,1,0,0,0,1,0,1
7.4,2018,20000,17.1,1199,88.51,4,0,0,0,1,0,1,0
2,2010,90000,17,1405,71,12,1,0,0,0,1,1,0
3.75,2013,34553,22,1197,81.8,9,0,0,0,1,1,1,0
8.1,2018,40000,24.3,1248,88.5,4,1,0,0,0,1,1,0
1.73,2010,350000,16.47,1198,73.9,12,0,0,0,1,1,1,0
7,2017,50000,24.3,1248,88.5,5,1,0,0,0,1,1,0
3.1,2016,70000,25.32,1198,77,6,1,0,0,0,1,0,1
8.5,2017,120000,15.4,1997,120,5,1,0,0,0,1,0,1
2.85,2013,90000,22.54,1396,88.76,9,1,0,0,0,1,1,0
4.5,2014,120000,23.4,1248,74,8,1,0,0,0,1,1,0
11,2017,80000,19.67,1582,126.2,5,1,0,0,0,1,1,0
3.5,2011,155000,14,2498,112,11,1,0,0,0,1,0,1
10.8,2017,30000,15.4,1997,120,5,1,0,0,0,1,0,1
5.3,2014,66100,26,1498,98.6,8,1,0,0,0,1,1,0
6.8,2017,50000,28.4,1248,74.02,5,1,0,0,0,1,1,0
10.25,2017,42000,15.4,1997,120,5,1,0,0,0,1,0,1
6.5,2017,55000,18.6,1197,81.83,5,0,0,0,1,1,1,0
1.94,2012,110699,20.36,1197,78.9,10,0,0,0,1,1,1,0
6.86,2019,5000,21.4,1197,83.1,3,0,0,0,1,0,1,0
2,2016,50000,22.74,796,47.3,6,0,0,0,1,1,1,0
2.5,2010,44000,19.1,1197,85.8,12,0,0,0,1,1,1,0
7.3,2018,90000,24.3,1248,88.5,4,1,0,0,0,1,1,0
6.5,2016,55000,17.01,1591,121.3,6,0,0,0,1,1,1,0
7.9,2017,45000,24.3,1248,88.5,5,1,0,0,0,1,1,0
6.2,2017,30000,21.4,1197,83.1,5,0,0,0,1,1,1,0
5.1,2013,50000,17.01,1591,121.3,9,0,0,0,1,1,1,0
3.75,2013,20000,15.37,1196,73,9,0,0,0,1,1,1,0
5.25,2015,69000,19.01,1461,108.5,7,1,0,0,0,1,1,0
6.2,2017,19843,21.21,1197,81.8,5,0,0,0,1,0,1,0
2.7,2014,20000,19.09,1405,69.01,8,1,0,0,0,1,1,0
9.5,2011,30000,11.4,2953,153.86,11,1,0,0,0,0,0,1
14.5,2017,52300,13.68,2393,147.51,5,1,0,0,0,1,0,1
8.45,2016,40000,18,1497,117.3,6,0,0,0,1,0,1,0
3.9,2014,61500,23.4,1248,74,8,1,0,0,0,1,1,0
3.95,2015,59000,18,1198,86.7,7,0,0,0,1,1,1,0
4.5,2018,40000,18.9,1197,81.86,4,0,0,0,1,1,1,0
17,2013,60000,17.68,1968,174.33,9,1,0,0,0,0,1,0
3.25,2013,61000,18.9,1197,82,9,0,0,0,1,1,1,0
3.5,2016,70000,25.32,1198,77,6,1,0,0,0,1,0,1
6.5,2013,63000,15.1,2179,140,9,1,0,0,0,1,0,1
12.5,2012,58000,12.3,1796,185,10,0,0,0,1,1,1,0
2.2,2013,40000,19,998,67.1,9,0,0,0,1,1,1,0
3.5,2015,49000,17.21,1493,100,7,1,0,0,0,1,0,1
7.5,2017,22000,28.4,1248,74.02,5,1,0,0,0,1,1,0
2.99,2010,57977,17,1497,118,12,0,0,0,1,1,1,0
3.78,2016,70000,24.4,1120,71,6,1,0,0,0,1,1,0
20.9025,2018,13000,12.19,1997,237.36,4,0,0,0,1,0,0,0
13.25,2012,67000,17.33,1998,189.08,10,0,0,0,1,0,0,0
5.24,2014,48242,20.77,1248,88.76,8,1,0,0,0,1,0,1
1.69,2012,68000,20,1399,68.05,10,1,0,0,0,1,1,0
5,2014,40000,20.77,1248,88.8,8,1,0,0,0,1,0,1
20,2012,98000,12.07,2967,241.4,10,1,0,0,0,0,0,1
3.8,2013,113450,23.4,1248,74,9,1,0,0,0,1,1,0
4,2018,80000,20.51,998,67,4,0,0,0,1,0,1,0
5.65,2020,1000,20.3,1086,68,2,0,0,0,1,0,1,0
3.35,2015,20292,20.51,998,67.04,7,0,0,0,1,1,1,0
3,2010,67900,12.05,2179,120,12,1,0,0,0,1,0,1
2,2012,70000,25.44,936,57.6,10,1,0,0,0,1,1,0
10.51,2015,40000,15.4,1997,120,7,1,0,0,0,1,0,1
5.1,2017,60000,24,1186,73.97,5,1,0,0,0,1,1,0
3.7,2018,25000,24.04,999,67,4,0,0,0,1,0,1,0
2,2006,70000,18.9,998,67.1,16,0,0,0,1,1,1,0
6.25,2018,21000,27.39,1248,74,4,1,0,0,0,1,1,0
12.9,2018,39000,16.36,2179,140,4,1,0,0,0,1,0,1
8.9,2017,30000,15.8,1591,121.3,5,0,0,0,1,1,1,0
4.2,2012,61000,22.32,1582,126.3,10,1,0,0,0,1,1,0
5,2017,5743,20.4,1197,83.11,5,0,0,0,1,1,1,0
7.5,2017,44000,20.45,1461,83.8,5,1,0,0,0,1,1,0
