selling_price,year,km_driven,mileage,engine,max_power,age,Diesel,Electric,LPG,Petrol,Manual,5seats,>5seats
2.75,2011,71254,16,1368,90,11,0,0,0,1,1,1,0
4,2017,11000,24.04,999,67,5,0,0,0,1,0,1,0
4.75,2017,42000,18.15,1198,82,5,0,0,0,1,1,0,1
4.25,2014,46500,18.5,1197,82.9,8,0,0,0,1,1,1,0
7.25,2016,50345,15.4,1497,117.3,6,0,0,0,1,1,0,1
3.25,2013,40200,18.9,998,67.1,9,0,0,0,1,1,1,0
7.75,2017,94500,21.7,1498,98.96,5,1,0,0,0,1,1,0
3.55,2013,26000,18.5,1197,82.85,9,0,0,0,1,1,1,0
2.95,2014,135975,33.54,998,67.04,8,0,0,0,0,1,1,0
5.5,2017,21000,18.9,1197,82,5,0,0,0,1,1,1,0
6,2015,44000,25.8,1498,98.6,7,1,0,0,0,1,1,0
6.3,2015,85000,21.27,1396,88.76,7,1,0,0,0,1,1,0
3.39,2016,64000,20.52,1197,81.8,6,0,0,0,1,1,1,0
8.45,2017,54000,18,1497,117.3,5,0,0,0,1,0,1,0
1.35,2014,35000,25.4,624,37.5,8,0,0,0,1,1,0,0
8.95,2013,121000,12.8,2494,102,9,1,0,0,0,1,0,1
4.75,2019,46000,21.94,1196,61.7,3,0,0,0,0,1,1,0
1.73,2010,20000,19,998,67.1,12,0,0,0,1,1,1,0
1.85,2011,72000,19.7,796,46.3,11,0,0,0,1,1,1,0
20.9025,2019,7099,14.71,2993,265,3,1,0,0,0,0,1,0
11.35,2017,35000,15.4,2179,120,5,1,0,0,0,0,0,1
4.75,2013,50000,20.54,1598,103.6,9,1,0,0,0,1,1,0
6.4,2017,44500,17.5,1199,88.7,5,0,0,0,1,1,1,0
3.95,2017,73630,15.1,1196,73,5,0,0,0,0,1,1,0
9.45,2013,180000,19.62,1998,192,9,1,0,0,0,0,1,0
6.25,2013,47500,23.4,1248,74,9,1,0,0,0,1,1,0
3.11,2010,88720,14,1595,102,12,0,0,0,1,1,1,0
3.25,2016,133000,14.95,2489,93.7,6,1,0,0,0,1,0,1
20.9025,2011,78000,11.49,4367,335.3,11,1,0,0,0,0,1,0
6.25,2014,66852,25.1,1498,98.6,8,1,0,0,0,1,1,0
8.45,2016,47592,18,1497,117.3,6,0,0,0,1,0,1,0
15.12,2017,17485,16,1368,160,5,0,0,0,1,0,1,0
10.95,2017,49000,13,1591,121.3,5,0,0,0,1,0,1,0
3.5,2012,36000,18.5,1197,80,10,0,0,0,1,1,1,0
18.45,2018,27000,11.36,2755,171.5,4,1,0,0,0,0,0,1
13.75,2018,34000,14.62,1999,149.92,4,0,0,0,1,0,1,0
16.65,2016,125000,13.68,2393,147.8,6,1,0,0,0,1,0,1
3.5,2014,135000,22.1,1248,74,8,1,0,0,0,1,1,0
16,2018,20000,13.68,2393,147.8,4,1,0,0,0,1,0,1
4.75,2017,22000,23.1,998,67.04,5,0,0,0,1,0,1,0
4.85,2015,38000,22,1197,81.8,7,0,0,0,1,1,1,0
4.75,2015,25000,18.9,1197,82,7,0,0,0,1,1,1,0
4.1,2013,195000,22.9,1248,74,9,1,0,0,0,1,1,0
7.89,2017,22000,21.01,1197,81.8,5,0,0,0,1,1,1,0
5.75,2017,33000,20.89,1197,81.8,5,0,0,0,1,0,1,0
8.3,2019,5000,21.56,1462,103.25,3,0,0,0,1,1,1,0
8.7,2018,25000,28.4,1248,74.02,4,1,0,0,0,0,1,0
20.9025,2017,40700,10.91,3198,197,5,1,0,0,0,0,0,1
9.75,2017,35373,15.4,1997,120,5,1,0,0,0,1,0,1
4.5,2014,56229,18.9,1197,82,8,0,0,0,1,1,1,0
20.9025,2017,40000,19.71,2143,201.15,5,1,0,0,0,0,1,0
3.5,2011,120000,23.59,1364,5,11,1,0,0,0,1,1,0
4,2014,71000,24,1120,70,8,1,0,0,0,1,1,0
2.95,2012,63000,26.2,998,58.2,10,0,0,0,0,1,1,0
5.6,2016,120000,15.96,2523,62.1,6,1,0,0,0,1,0,1
4,2016,90000,23.84,1199,84,6,0,0,0,1,1,1,0
4.5,2012,100000,28.4,1248,74,10,1,0,0,0,1,1,0
3.49,2014,46311,21.94,1196,61.7,8,0,0,0,0,1,1,0
20.9025,2015,55121,18.48,1995,177,7,1,0,0,0,0,1,0
13.5,2013,168000,12.55,2982,168.7,9,1,0,0,0,0,0,1
3.2,2013,40000,18.9,998,67.1,9,0,0,0,1,1,1,0
20.9025,2006,21000,18.1,3498,306,16,0,0,0,1,0,0,0
3.15,2017,18000,23.01,999,67,5,0,0,0,1,1,1,0
1.75,2010,60000,17.92,1086,62.1,12,0,0,0,1,1,1,0
9,2019,22000,28.4,1248,74.02,3,1,0,0,0,0,1,0
3.7,2014,27000,21.5,1197,81.8,8,0,0,0,1,1,1,0
7.21,2011,118000,12.8,2494,102,11,1,0,0,0,1,0,1
5.99,2014,51000,16.02,1373,93.7,8,0,0,0,1,1,0,1
20.9025,2016,43000,19.59,1995,184,6,1,0,0,0,0,1,0
2.51,2011,44000,15.6,1196,70,11,0,0,0,1,1,1,0
2,2010,90000,15.6,1196,70,12,0,0,0,1,1,1,0
4.25,2013,61000,17,1497,118,9,0,0,0,1,1,1,0
0.5,2007,90000,17.88,1396,52.8,15,1,0,0,0,1,1,0
2.4,2012,31652,19,998,66.1,10,0,0,0,1,1,1,0
5.21,2014,47985,24,1120,70,8,1,0,0,0,1,1,0
20.9025,2018,45500,17.9,2143,136,4,1,0,0,0,0,1,0
3.8,2013,167200,21.27,1396,88.76,9,1,0,0,0,1,1,0
2.85,2014,19000,21.1,814,55.2,8,0,0,0,1,1,1,0
5.5,2018,9000,23.84,1199,84,4,0,0,0,1,0,1,0
11.95,2014,34000,12.99,2494,100.6,8,1,0,0,0,1,0,1
3.51,2013,63000,33.54,998,67.04,9,0,0,0,0,1,1,0
6.75,2017,58832,25.2,1248,74,5,1,0,0,0,1,1,0
5.75,2014,34200,16.02,1373,93.7,8,0,0,0,1,1,0,1
2.75,2010,90000,17.5,1298,85.8,12,0,0,0,1,1,1,0
3.2,2013,43779,20.51,998,67.04,9,0,0,0,1,1,1,0
12.5,2015,59000,17.2,1968,138.03,7,1,0,0,0,0,1,0
8.3,2012,75000,12.99,2494,100,10,1,0,0,0,1,0,1
4,2016,72829,21.79,998,67.05,6,0,0,0,1,0,1,0
1.75,2010,67789,19.7,796,46.3,12,0,0,0,1,1,1,0
5.75,2016,23000,18.6,1197,81.83,6,0,0,0,1,1,1,0
7.75,2012,75000,17.42,1968,175,10,1,0,0,0,0,1,0
3.65,2017,15798,23.95,998,67.05,5,0,0,0,1,1,1,0
4.32,2019,3000,21.7,998,67,3,0,0,0,1,1,1,0
3.45,2011,59000,17,1497,118,11,0,0,0,1,1,1,0
2.7,2016,25000,25.17,799,53.3,6,0,0,0,1,1,1,0
5.75,2019,19000,20.3,1086,68,3,0,0,0,1,0,1,0
20.9025,2013,25500,16.73,2993,218,9,1,0,0,0,0,1,0
7.75,2018,14000,19,1199,88.7,4,0,0,0,1,0,1,0
6.99,2018,31868,18.6,1197,81.83,4,0,0,0,1,1,1,0
13.7,2015,44089,13.1,1997,141.1,7,0,0,0,1,0,1,0
18,2013,22000,13.2,1995,170,9,1,0,0,0,0,1,0
6.75,2017,41526,21.01,1197,81.8,5,0,0,0,1,1,1,0
11.25,2013,63513,12.3,1796,185,9,0,0,0,1,1,1,0
2.99,2011,34304,16.11,1196,72.42,11,0,0,0,1,1,1,0
20.9025,2017,109000,12.55,2982,168.5,5,1,0,0,0,0,0,1
14,2012,150000,11.5,2982,169,10,1,0,0,0,0,0,1
5.5,2014,61125,19.64,1461,108.45,8,1,0,0,0,1,1,0
8.45,2016,53000,14.1,2179,147.94,6,1,0,0,0,1,0,1
1.3,2011,70000,17.2,1396,53.5,11,1,0,0,0,1,1,0
8.1,2017,40000,28.09,1248,88.5,5,1,0,0,0,1,1,0
19.85,2015,75000,13,2143,201.1,7,1,0,0,0,0,1,0
4.16,2018,40000,18.16,1196,86.8,4,0,0,0,1,1,1,0
5.25,2014,54000,15,1598,103.5,8,0,0,0,1,1,1,0
1.2,2009,100000,19.5,1061,5,13,0,0,0,1,1,1,0
2.65,2010,45000,16.47,1198,74,12,0,0,0,1,1,1,0
2.85,2016,30000,21.1,814,55.2,6,0,0,0,1,1,1,0
19.5,2017,27000,11.45,2776,197.2,5,1,0,0,0,0,0,1
20.9025,2013,70000,11.3,2987,254.8,9,1,0,0,0,0,0,1
11,2017,15000,17.4,1497,117.6,5,0,0,0,1,1,1,0
4.65,2014,94343,21.9,1396,88.76,8,1,0,0,0,1,1,0
6.75,2015,57748,17.5,1373,80.46,7,0,0,0,0,1,0,1
2.45,2014,69000,18.6,1199,76.8,8,0,0,0,1,1,1,0
6,2015,80000,20.34,1498,103.2,7,1,0,0,0,1,1,0
3.5,2010,98000,14.8,2499,80,12,1,0,0,0,1,0,1
4.25,2011,43000,14.53,1798,138.1,11,0,0,0,1,1,1,0
8.31,2017,67000,28.09,1248,88.5,5,1,0,0,0,1,1,0
8,2010,100000,14,1997,5,12,0,0,0,1,1,1,0
2.5,2014,110000,20.3,1476.327401,5,8,1,0,0,0,1,1,0
0.95,2003,46333,17.3,993,60,19,0,0,0,1,1,1,0
5.75,2015,40418,14.3,1598,103.52,7,0,0,0,1,0,1,0
3.25,2014,28406,18.44,1198,75,8,0,0,0,1,1,1,0
4.5,2017,51000,20.51,998,67,5,0,0,0,1,0,1,0
20.9025,2019,9154,13.68,2393,147.8,3,1,0,0,0,1,0,1
4.8,2012,90000,16.02,1373,93.7,10,0,0,0,1,1,0,1
16.85,2016,70000,17.11,1968,174.33,6,1,0,0,0,0,1,0
4.3,2019,8500,21.7,998,67,3,0,0,0,1,1,1,0
5.4,2018,110000,23.4,1248,74,4,1,0,0,0,1,1,0
6.2,2019,13000,18.6,1197,81.86,3,0,0,0,1,1,1,0
8.29,2015,49910,14.5,1797,147.5,7,0,0,0,1,0,1,0
6,2015,70553,22.7,1498,89.84,7,1,0,0,0,1,1,0
3.45,2017,5914,23.95,998,67.05,5,0,0,0,1,1,1,0
4.21,2013,80000,25.8,1498,98.6,9,1,0,0,0,1,1,0
5,2011,15000,20.36,1197,78.9,11,0,0,0,1,1,1,0
3,2009,75000,17,1497,118,13,0,0,0,1,1,1,0
3.65,2010,87000,17,1896,105,12,1,0,0,0,0,1,0
5.5,2018,3300,19.02,1198,67.05,4,0,0,0,1,1,0,1
18.5,2019,10097,16.8,1353,138,3,0,0,0,1,0,1,0
5.11,2014,15000,19.1,1197,81.86,8,0,0,0,1,1,1,0
10,2009,67000,12.07,2967,241.4,13,1,0,0,0,0,0,1
10.75,2017,12000,17,1591,121.3,5,0,0,0,1,0,1,0
2.65,2008,66000,19.4,1422,70,14,1,0,0,0,1,1,0
3.29,2011,71000,22.54,1396,88.76,11,1,0,0,0,1,1,0
2.25,2011,50000,26.2,998,58.2,11,0,0,0,0,1,1,0
9.91,2014,140165,12.8,2494,102,8,1,0,0,0,1,0,1
4.55,2012,61000,23.4,1248,74,10,1,0,0,0,1,1,0
6.8,2016,70000,28.09,1248,88.5,6,1,0,0,0,1,1,0
4.45,2012,85000,17,1896,105,10,1,0,0,0,0,1,0
5.1,2016,63000,20.14,1498,88,6,1,0,0,0,1,1,0
3.11,2013,86385,18.5,1197,85.8,9,0,0,0,1,1,1,0
5.21,2016,24000,22,1197,81.8,6,0,0,0,1,1,1,0
5.25,2015,48488,18.6,1197,81.83,7,0,0,0,1,1,1,0
20.9025,2017,22000,22.48,1995,187.74,5,1,0,0,0,0,1,0
8.5,2018,33635,27.39,1248,74,4,1,0,0,0,1,1,0
19.51,2015,11500,13,2982,168.5,7,1,0,0,0,1,0,1
7.25,2016,44000,21.66,1498,108.62,6,1,0,0,0,1,1,0
6.5,2018,40000,24.4,1498,98.63,4,1,0,0,0,1,1,0
5,2013,83000,15.74,1591,121.3,9,0,0,0,1,0,1,0
2.38,2009,75253,23.2,1248,73.94,13,1,0,0,0,1,1,0
5.91,2015,17999,18.6,1197,81.83,7,0,0,0,1,1,1,0
7,2019,12000,18.6,1197,81.86,3,0,0,0,1,1,1,0
3.75,2016,30000,26.2,998,58.2,6,0,0,0,0,1,1,0
7.95,2018,22000,21.21,1197,81.8,4,0,0,0,1,0,1,0
4.1,2017,87000,24.4,1120,71,5,1,0,0,0,1,1,0
5.5,2015,50000,18.5,1197,82.85,7,0,0,0,1,1,1,0
6.85,2016,43000,22.54,1396,88.73,6,1,0,0,0,1,1,0
4.95,2015,75000,18.9,1197,82,7,0,0,0,1,0,1,0
7.95,2015,59000,13.1,1798,157.75,7,0,0,0,1,1,1,0
6.65,2016,58000,17.21,1197,103.6,6,0,0,0,1,0,1,0
7.5,2017,30000,18.49,1493,100,5,1,0,0,0,1,0,1
8.75,2017,19000,24.52,1248,88.5,5,1,0,0,0,1,0,1
5,2015,51765,18.9,1197,82,7,0,0,0,1,1,1,0
3.8,2011,100000,17,1497,118,11,0,0,0,1,1,1,0
7,2016,56210,16.9,1497,100,6,0,0,0,1,1,1,0
1.8,2009,80000,20.36,1197,78.9,13,0,0,0,1,1,1,0
10.5,2018,8400,22.1,1396,88.7,4,1,0,0,0,1,1,0
5.25,2015,55000,18.9,1197,82,7,0,0,0,1,0,1,0
7.5,2017,23039,25.5,1498,98.6,5,1,0,0,0,1,1,0
4.9,2009,120000,12,2092,127,13,0,0,0,1,1,0,1
7.5,2013,95000,15.1,2179,140,9,1,0,0,0,1,0,1
3.75,2009,66000,25,1493,113.42,13,1,0,0,0,1,1,0
20.9025,2018,12000,15.04,1991,183,4,0,0,0,1,0,1,0
0.5,2008,78245,16.1,796,37,14,0,0,0,1,1,0,0
2.75,2010,161445,17,1497,118,12,0,0,0,1,1,1,0
4.9,2016,5000,21.94,1196,61.7,6,0,0,0,0,1,1,0
1.45,2008,85000,12.3,1086,66.6,14,0,0,0,1,1,1,0
2.85,2011,102000,16.95,1197,78.9,11,0,0,0,1,0,1,0
20.9025,2019,4000,15.1,1798,178,3,0,0,0,1,0,1,0
9.4,2017,34000,15.4,1497,117.3,5,0,0,0,1,0,0,1
7.75,2017,110000,25.5,1498,98.6,5,1,0,0,0,1,1,0
20.9025,2016,40182,14.75,2967,245,6,1,0,0,0,0,0,1
3.65,2013,41000,18,1198,86.7,9,0,0,0,1,1,1,0
15,2012,80000,15.73,1968,174.33,10,1,0,0,0,0,1,0
5.5,2017,25000,18.5,1198,86.8,5,0,0,0,1,1,1,0
4,2015,16000,21.94,1196,63,7,0,0,0,0,1,1,0
5.82,2018,8260,22,1197,81.8,4,0,0,0,1,1,1,0
3.95,2011,64000,19.3,1248,73.9,11,1,0,0,0,1,1,0
7.9,2017,39100,24.3,1248,88.5,5,1,0,0,0,1,1,0
9.5,2018,27000,15.4,2523,75,4,1,0,0,0,1,0,1
5.51,2015,74000,18.06,2523,63,7,1,0,0,0,1,0,1
6.5,2014,13000,17.21,1197,103.6,8,0,0,0,1,0,1,0
2.99,2015,74000,21.1,814,55.2,7,0,0,0,1,1,1,0
4.8,2018,15000,20.51,998,67.04,4,0,0,0,1,1,1,0
11.7,2016,27000,14.7,1798,177.5,6,0,0,0,1,0,1,0
13.75,2013,35000,17.11,1968,174.33,9,1,0,0,0,0,1,0
3.85,2014,35000,20.3,1476.327401,5,8,1,0,0,0,1,1,0
1.5,2011,20000,18,995,62,11,0,0,0,1,1,1,0
7.4,2012,70000,15.1,2179,140,10,1,0,0,0,1,0,1
9.75,2018,15000,25.6,1498,97.9,4,1,0,0,0,1,1,0
15.75,2016,65000,14.67,1798,177.46,6,0,0,0,1,0,1,0
5.1,2016,13300,16.1,1197,85,6,0,0,0,1,1,1,0
6.45,2016,37000,19,1199,88.7,6,0,0,0,1,0,1,0
17.99,2014,50000,17.68,1968,174.33,8,1,0,0,0,0,1,0
13.45,2017,62000,16,2179,140,5,1,0,0,0,1,0,1
2.75,2012,110000,23.2,1248,73.94,10,1,0,0,0,1,1,0
6.4,2017,4414,21.4,1197,83.1,5,0,0,0,1,1,1,0
2.75,2016,24000,22.74,796,47.3,6,0,0,0,1,1,1,0
20.9025,2015,10000,12.9,2993,270.88,7,1,0,0,0,0,1,0
3,2011,56653,19.81,1086,68.05,11,0,0,0,1,1,1,0
5.6,2013,29650,19.01,1461,108.5,9,1,0,0,0,1,1,0
3.7,2012,37590,16.95,1197,78.9,10,0,0,0,1,0,1,0
3.5,2011,30000,16.1,1197,85,11,0,0,0,1,1,1,0
4.15,2012,43784,18.5,1197,82.85,10,0,0,0,1,1,1,0
6.1,2014,56000,16.93,1197,103.2,8,0,0,0,1,0,1,0
20.9025,2018,36000,18.51,1968,147.51,4,1,0,0,0,0,1,0
1.5,2007,35986,18.9,998,67.1,15,0,0,0,1,1,1,0
8.5,2020,7500,20.45,1461,108.5,2,1,0,0,0,1,1,0
4.25,2013,28000,18.5,1197,82.85,9,0,0,0,1,1,1,0
6,2017,42267,25.83,1498,99,5,1,0,0,0,1,1,0
5,2013,70000,22.07,1199,73.9,9,1,0,0,0,1,1,0
5,2014,50000,23.26,1197,88.5,8,0,0,0,1,1,1,0
3.15,2016,29119,20.3,998,68.05,6,0,0,0,1,1,1,0
3.75,2014,33231,23.1,998,67.04,8,0,0,0,1,0,1,0
14.75,2017,46706,17.1,1956,170,5,1,0,0,0,1,1,0
9.99,2015,115000,19.3,1968,141,7,1,0,0,0,0,1,0
3.69,2017,6808,23.95,998,67.05,5,0,0,0,1,1,1,0
5.5,2015,50000,15.85,1499,110.4,7,0,0,0,1,1,1,0
20.9025,2017,21500,18.12,1995,190,5,1,0,0,0,0,1,0
4,2013,230000,23.59,1364,67.1,9,1,0,0,0,1,1,0
5,2015,40000,24.4,1120,71,7,1,0,0,0,1,1,0
3.71,2013,54100,21.1,1248,73.9,9,1,0,0,0,1,1,0
11.91,2018,25000,18,1497,117.6,4,0,0,0,1,0,1,0
6.25,2016,20000,21.4,1197,83.1,6,0,0,0,1,0,1,0
7.1,2018,35000,21.56,1462,103.25,4,0,0,0,1,1,1,0
4.45,2010,110000,12.05,2179,120,12,1,0,0,0,1,0,1
4.7,2015,30000,21.2,1248,75,7,1,0,0,0,1,1,0
3.2,2011,82000,20.36,1197,78.9,11,0,0,0,1,1,1,0
20.9025,2018,36000,22.48,1995,187.74,4,1,0,0,0,0,1,0
3.49,2014,47123,18.2,1248,73.8,8,1,0,0,0,1,0,1
9.55,2017,55000,24.3,1248,88.5,5,1,0,0,0,1,1,0
2.75,2015,19074,22.74,796,47.3,7,0,0,0,1,1,1,0
2.4,2013,23686,18.6,1199,79.4,9,0,0,0,1,1,1,0
9.55,2015,83000,17.01,1582,126.2,7,1,0,0,0,0,1,0
9.75,2013,128000,12.99,2494,100.57,9,1,0,0,0,1,0,1
3.85,2010,74000,13.9,1799,130.2,12,0,0,0,1,0,1,0
2.95,2010,92182,17.8,1248,75,12,1,0,0,0,1,1,0
2.69,2012,50000,19.4,1198,86.8,10,0,0,0,1,1,1,0
5.25,2017,47063,20.89,1197,81.8,5,0,0,0,1,1,1,0
6.65,2019,20000,27.39,1248,74,3,1,0,0,0,1,1,0
8,2018,15000,20.65,1462,103.25,4,0,0,0,1,1,1,0
2.45,2013,47000,21.1,814,55.2,9,0,0,0,1,1,1,0
2.5,2008,115000,17.5,1298,85.8,14,0,0,0,1,1,1,0
7.55,2016,61149,19.01,1462,103.26,6,0,0,0,1,1,0,1
9.45,2019,14200,17,1591,121.3,3,0,0,0,1,1,1,0
7.5,2018,16000,17.19,1197,81.86,4,0,0,0,1,1,1,0
6.7,2013,187420,20.77,1248,88.8,9,1,0,0,0,1,0,1
6.1,2015,49986,26.21,1248,88.5,7,1,0,0,0,1,1,0
5,2017,25000,18.9,1197,81.86,5,0,0,0,1,1,1,0
6.65,2014,96000,20.77,1248,88.76,8,1,0,0,0,1,0,1
8.25,2016,20000,17.5,1373,80.46,6,0,0,0,0,1,0,1
6.25,2016,38000,25.2,1248,74,6,1,0,0,0,1,1,0
4,2008,190000,12.8,2494,102,14,1,0,0,0,1,0,1
2.1,2010,83573,18,1248,75,12,1,0,0,0,1,1,0
5.1,2019,7000,20.3,1086,68.07,3,0,0,0,1,1,1,0
2.94,2013,46000,20,1399,68.05,9,1,0,0,0,1,1,0
6.5,2018,10000,20.3,1199,84,4,0,0,0,1,1,1,0
2.55,2014,69000,17.8,1199,76.8,8,0,0,0,1,1,1,0
5.5,2012,48000,18.1,1991,147.9,10,1,0,0,0,0,0,0
4.98,2012,79000,23.4,1248,74,10,1,0,0,0,1,1,0
3,2017,70000,24.07,998,67.1,5,0,0,0,1,1,1,0
6.15,2018,20000,20.14,1197,81.86,4,0,0,0,1,1,1,0
4,2012,85000,22.9,1248,74,10,1,0,0,0,1,1,0
3.25,2011,88000,23,1396,90,11,1,0,0,0,1,1,0
2.65,2014,16600,22.74,796,47.3,8,0,0,0,1,1,1,0
4.65,2017,40000,23.84,1199,84,5,0,0,0,1,1,1,0
4.86,2013,37000,17,1497,118,9,0,0,0,1,1,1,0
6.75,2011,125000,12.8,2494,102,11,1,0,0,0,1,0,1
11.5,2018,18000,26,1498,98.6,4,1,0,0,0,1,1,0
4.74,2007,95000,12.8,2494,102,15,1,0,0,0,1,0,1
7.5,2015,35000,17.4,1497,117.3,7,0,0,0,1,1,1,0
2.99,2012,35000,19.4,1198,86.8,10,0,0,0,1,1,1,0
2.6,2010,49000,18.5,1197,80,12,0,0,0,1,1,1,0
3.35,2017,19000,25.17,799,53.3,5,0,0,0,1,1,1,0
3,2008,165000,16.8,1497,116.4,14,0,0,0,1,1,1,0
3.8,2012,120000,22.9,1248,74,10,1,0,0,0,1,1,0
4.5,2016,80000,23.59,1364,67.05,6,1,0,0,0,1,1,0
3.99,2017,12950,18.15,1198,82,5,0,0,0,1,1,0,1
14.9,2013,35000,23.8,1998,112,9,1,0,0,0,0,1,0
7,2016,47000,21.66,1498,103.52,6,1,0,0,0,0,1,0
10.8,2016,71000,17.01,1582,126.2,6,1,0,0,0,0,1,0
10,2018,40000,25.5,1498,98.6,4,1,0,0,0,1,1,0
2.5,2013,29000,17.92,1086,62.1,9,0,0,0,1,1,1,0
9.85,2017,31191,13,1591,121.3,5,0,0,0,1,1,1,0
9.5,2016,50000,24.52,1248,88.5,6,1,0,0,0,1,0,1
0.85,2009,63000,16,995,63,13,0,0,0,1,1,1,0
3.49,2017,19200,24.04,999,67,5,0,0,0,1,0,1,0
5.28,2013,72396,19.01,1461,108.45,9,1,0,0,0,1,1,0
3.5,2011,164000,20.54,1598,103.6,11,1,0,0,0,1,1,0
5.6,2016,14500,21.4,1197,83.1,6,0,0,0,1,1,1,0
11.99,2011,60000,18.48,1995,177,11,1,0,0,0,0,1,0
3.9,2006,110000,12.8,2494,102,16,1,0,0,0,1,0,1
3.5,2017,20000,23.01,999,67,5,0,0,0,1,1,1,0
20.9025,2016,20837,19.33,1999,177,6,1,0,0,0,0,1,0
20.9025,2016,28237,15.73,1968,174.33,6,1,0,0,0,0,1,0
4.5,2017,20000,23.5,909,45,5,1,0,0,0,1,0,1
4,2016,40000,19.44,1198,67,6,0,0,0,1,1,0,1
16,2017,35000,17.1,1956,170,5,1,0,0,0,1,1,0
7.75,2016,66523,23.9,1582,126.2,6,1,0,0,0,1,1,0
6.75,2013,34800,14.5,1797,147.5,9,0,0,0,1,0,1,0
3.25,2010,87000,19.3,1248,73.9,12,1,0,0,0,1,1,0
20.9025,2014,69000,15.26,2143,203.2,8,1,0,0,0,0,1,0
3.75,2010,64430,13.7,1798,157.75,12,0,0,0,1,0,1,0
20.9025,2014,26000,16.36,2179,187.7,8,1,0,0,0,0,1,0
3.75,2014,110000,25.8,1498,98.6,8,1,0,0,0,1,1,0
4.65,2019,7647,16.11,1196,72.42,3,0,0,0,1,1,1,0
1.2,2006,15000,19.7,796,46.3,16,0,0,0,1,1,1,0
6.6,2009,78000,14.21,2143,203,13,1,0,0,0,0,1,0
0.99,2011,60000,26,624,35,11,0,0,0,1,1,0,0
13.9,2013,110000,16.09,1995,184,9,1,0,0,0,0,1,0
2,2011,120000,23.03,1396,69,11,1,0,0,0,1,1,0
8.5,2017,70000,17.01,1591,121.3,5,0,0,0,1,1,1,0
2.25,2011,18800,15.6,1196,70,11,0,0,0,1,1,1,0
5.9,2015,102000,22.15,1498,108.6,7,1,0,0,0,0,1,0
7.5,2016,110000,22.15,1498,108.6,6,1,0,0,0,0,1,0
18.9,2018,27000,13.68,2393,147.51,4,1,0,0,0,0,0,1
3.85,2016,16000,15.37,1196,73,6,0,0,0,1,1,1,0
4.9,2015,48000,20.34,1498,103.2,7,1,0,0,0,1,1,0
3.25,2012,58200,16.47,1198,73.9,10,0,0,0,1,1,1,0
1.5,2006,40000,15.3,1193,65.3,16,0,0,0,1,1,1,0
8.5,2017,70000,25.1,1248,88.5,5,1,0,0,0,1,1,0
4.25,2008,57000,11.7,1796,178,14,0,0,0,1,1,1,0
5.11,2012,88221,22.32,1582,126.32,10,1,0,0,0,1,1,0
1.99,2010,70000,19.81,1086,68.05,12,0,0,0,1,1,1,0
1.75,2010,100000,23.57,1396,70,12,1,0,0,0,1,1,0
6.21,2015,49000,17.21,1197,103.5,7,0,0,0,1,0,1,0
4.25,2012,37000,17.4,1497,117.6,10,0,0,0,1,1,1,0
5.21,2018,30700,21.63,998,67,4,0,0,0,1,1,1,0
2,2011,120000,23.57,1396,70,11,1,0,0,0,1,1,0
20.9025,2015,12000,17.9,2143,136,7,1,0,0,0,0,1,0
9.5,2016,68387,19.3,1968,141,6,1,0,0,0,0,1,0
5.75,2016,60000,27.3,1498,98.6,6,1,0,0,0,1,1,0
18.5,2011,57000,10.13,3498,364.9,11,0,0,0,1,0,1,0
20.9025,2017,70000,14.24,2755,174.5,5,1,0,0,0,1,0,1
7.8,2017,60000,22.54,1396,88.73,5,1,0,0,0,1,1,0
14.35,2013,170000,12.55,2982,168.5,9,1,0,0,0,0,0,1
6,2016,31000,20.73,1373,91.1,6,0,0,0,1,1,1,0
5.4,2013,92000,17.2,1197,103.6,9,0,0,0,1,0,1,0
3.95,2013,33000,16.47,1198,73.9,9,0,0,0,1,1,1,0
2.99,2013,69000,20.3,1476.327401,5,9,1,0,0,0,1,1,0
3.65,2011,88000,19.3,1248,73.9,11,1,0,0,0,1,1,0
2.25,2012,69000,20,1399,68.05,10,1,0,0,0,1,1,0
7.5,2018,24000,28.4,1248,74,4,1,0,0,0,0,1,0
6.45,2015,26000,16.93,1197,103.2,7,0,0,0,1,0,1,0
7.5,2017,35000,28.4,1248,74.02,5,1,0,0,0,1,1,0
0.6,1992,22612,22.05,796,47.3,30,0,0,0,1,1,1,0
3.5,2018,10000,23.01,999,67,4,0,0,0,1,1,1,0
1.66,2014,40000,22.74,796,47.3,8,0,0,0,1,1,1,0
5.5,2015,150000,15.96,2523,62.1,7,1,0,0,0,1,0,1
1.25,2006,70000,16.8,1493,110,16,1,0,0,0,1,1,0
9.31,2019,5000,17,1198,108.5,3,0,0,0,1,0,1,0
3.75,2011,65894,16.47,1198,73.9,11,0,0,0,1,1,1,0
6.1,2014,42000,17.21,1197,103.6,8,0,0,0,1,0,1,0
20.9025,2018,31000,17.9,2143,136,4,1,0,0,0,0,1,0
8,2016,70000,23.65,1248,88.5,6,1,0,0,0,1,1,0
9.74,2010,96000,22.69,1995,190,12,1,0,0,0,0,1,0
2.69,2015,45006,25.17,799,53.3,7,0,0,0,1,1,1,0
3.4,2011,51000,17.5,1197,85.8,11,0,0,0,1,1,1,0
2.5,2016,40000,16.8,796,34.2,6,0,0,0,1,1,0,1
14.5,2017,30000,17.6,2179,153.86,5,1,0,0,0,0,0,1
4.85,2017,22000,18.9,1197,81.86,5,0,0,0,1,1,1,0
